review_id,company_name,job_title,company_id,job_title_id,review,attrition_level
1975283,Apple,Apple Employee,291,1,"""It is one of the best work places you could ever dream of""",high
1973538,Apple,Data Analyst,291,12244,"""Apple is a great company and a wonderful place to work at.""",high
1969563,Apple,QA Engineer,291,12326,"""Great company, taught me a lot and changed my life.""",high
1967965,Apple,Specialist,291,9603,"""I've worked for Apple for nearly 4 years, it's one of the best companies to work for and I have truly enjoyed my time. Very diverse and inclusive, a variety of support both on a personal and professional level even academic. I've been full time for about 3 years while also being able to attend school full time as well. The benefits are also really amazing.""",high
1967037,Apple,Program Test Manager,291,109700,"""Great company to work with.""",high
1963025,Apple,Apple Employee,291,1,"""I enjoyed my time working there.""",high
1958972,Apple,Senior Technical Advisor,291,17937,"""I was provided the opportunity to gain technical experience with Apple and I would highly recommend taking the opportunity if provided. Apple allowed me to gain work experience and provided many opportunities to learn new skills. This experience leads me to complete my education in Management of Information Systems and further add to my knowledge.""",high
1957500,Apple,Apple Employee,291,1,"""Having worked and still working for Apple I will say the team work is superb and my relationship with my manager is very good. I am that kind of person who takes her job seriously and does lots of research. Apple is that company that gives me the opportunity to grow and learn everyday.""",high
1951247,Apple,Apple Employee,291,1,"""I've worked with Apple for about 5 years and have learned a lot within my time there. The emphasis on connecting with customers and level of training used to help us onboard has been excellent.""",high
1950071,Apple,Apple Employee,291,1,"""I have worked with apple since 2015.It's my pleasure to work with them.They are true good to work with.Everyone there helped me a lot..Now i do feel that i can start my solo career.Thank you Apple""",high
1949931,Apple,Software Engineer,291,13,"""I've worked at Apple for about a year and it has been overall a great experience. Though Apple is a big company, internally my team is quite agile, and I felt I was able to enjoy the resource afforded by a big company without being bogged down by things such as red tape.""",high
1949789,Apple,Apple Employee,291,1,"""I have worked for Apple for about 8 month as a contractor. It is a competitive company.""",high
1948131,Apple,SQL Developer,291,14483,"""About my current employer.""",high
1945117,Apple,Technical Specialist,291,8834,"""I have worked for Apple for almost a year and a half now. Apple has been the best company I have worked for in my career. Their dedication to their employees, along with their culture of doing the right thing, has certainly made them into one of the best company’s to work for today.""",high
1944712,Apple,Apple Employee,291,1,"""•	Over all 23 years in IT with 6 years of experience in Tableau, experience in tableau visualization, with Join & data blending, wrote custom SQL to create rich datasets that enable better visualizations & decision-making by the business.
•	Over 10 years of experience in Business Objects Enterprise Suite, LCM, Version management, import wizard and Info view, with SQL-Server, Sybase IQ, Netezza, Teradata and Oracle databases.
•	Good knowledge of Hadoop ecosystem, HDFS, Big Data, RDBMS. 
•	Experienced on working with Big Data and Hadoop File System (HDFS), Pyspark, Spark-Scala. 
•	Hands on Experience in working with ecosystems like Hive, Sqoop, 
•	Create/manage Projects, Database Views, Data Sources and Data Connections using Netezza, SQL server.
•	Consulted on Tableau server performance enhancements; and server reconfiguration based on workbook complexity and data extraction
•	Worked on the development of Dashboard reports for the Key Performance Indicators for the top management
•	End-to-end experience in designing and deploying data visualizations using Tableau.
•	Expertise in designing Universes, WebI Reports, DeskI reports, and Full Client Reports. 
•	Experience in installation and configuration of Business Objects and Web Intelligence, creation of repositories with user groups and security implementation. 
•	Expertise in Business Objects XI R2/3 CMS, Universe design, Scheduling, import wizard, Publish wizard, Lifecycles manager, Desktop Intelligence, and Web Intelligence. 
•	Extensively worked on Business Objects 3.1, Business Objects XI R2, Crystal reports XI R2, Xcelsius 2010, Tableau.
•	Involved in full life cycle BW implementations along with other Post-Implementation and Post Maintenance projects in SD MM and FI/CO functional areas.
•	Extensive experience in SAP BW/BI components like Info Cubes, Multi-Cubes, Info Source, Info Package, Data source, Info Objects, ODS (DSO), Update rules, Update routines, Transfer rules, Transfo""",high
1942138,Apple,Product Specialist,291,10655,"""Great job for professional development in sales and customer service.""",high
1941775,Apple,Java Developer,291,9092,"""I have worked for Apple since 2018. I have found it to be a strong company with good ethical values.
The company employs around 120K people and has around different locations in BayArea.""",high
1941616,Apple,Apple Employee,291,1,"""I've worked with apple for just over two years. In my time, We have a lively culture and are very focused on providing the best possible customer experience.""",high
1940960,Apple,Product Design Intern,291,33764,"""Excellent organization with cutting edge revolutionary engineering. Innovation occurs every day. Fun, accommodating environment that believes more in the quality of work and results than on norms such as dressing or formalities of operation. 
Excellent internship program, creating well rounded engineers ready for taking on full time roles.""",high
1938252,Apple,Senior Software QA Engineer,291,15012,"""I worked for Apple Inc. for 14 years and held a number of different positions over that time. The company is one of the most well known in the tech industry and for good reason. They make amazingly good products and have a company culture that is hard to beat. Apple is a global employer with over 100,000 employees around the world.""",high
1935146,Apple,Technical Support Advisor,291,22512,"""Great company to grow with.""",high
1934290,Apple,Mac Genius,291,17012,"""I worked for Apple retail for multiple stints, and while I think the company is an excellent jumping off point particularly for young workers or students it lacks longevity and can be inflexible. The chief issue being a widespread belief in a 'company can do no wrong attitude.' Personal responsibility is encouraged, though institutional responsibility is rare""",high
1925735,Apple,Apple Employee,291,1,"""I've worked for Apple since 2017 and it has been one of the best companies I have worked for. They truly care about their employees as well as the customers that come into the store everyday. They focus on the development and growth of their employees as well. All in all, I would always recommend Apple.""",high
1924819,Apple,Apple Employee,291,1,"""It has been a great journey at my current position where I've learned a lot of core concepts that helped me to re-evaluate my progress and achieve sustainable growth.""",high
1923866,Apple,Apple Employee,291,1,"""Great new office made you feel as if you worked for a Tech Firm. Limited upward mobility and poor overall OTE since commission was no longer an option..salary plus quarterly bonus""",high
1922676,Apple,Production Support Specialist,291,12347,"""I am working since 2018, I find everything good at Apple. The only reason I am looking for change is that my family is in EastCoast.""",high
1922285,Apple,Apple Employee,291,1,"""I have been working for Apple for the past two years and I find it to be a fantastic place to grow and develop.  Working on the technical side of things, I find it to be a great place to develop troubleshooting skills while also building customer service skills.  I would highly recommend Apple as a place to work.""",high
1922204,Apple,Apple Employee,291,1,"""I’ve worked for Apple for roughly 3 years now while pursuing my degree in social sciences. The balance between work and school was perfect and never once faced a scheduling issues. Throughout my time within Apple it has set me up for success by helping me face ambiguous situations, learning critical thinking skills, problem management and most importantly customer service skills. They are the foundation I have built upon into my career""",high
1921530,Apple,Technical Expert,291,22498,"""I’ve worked for Apple for two years. In this role I was able to use my technical skill set to diagnose and repair company and customer devices. I was also responsible for being a mentor and leader of the team assisting with the career development of my teammates.""",high
1920891,Apple,Apple Employee,291,1,"""I have been working for Apple since 2018. I really like the work environment and work culture. I have learned a lot with regards to new technologies and skills. Overall it is a great experience working at Apple.""",high
1920690,Apple,Technical Specialist,291,8834,"""Very fast paced and unique atmosphere. Coworkers and customers are both phenomenal! Apple is always a learning experience on the day by day basis whether software/product related or just information on the company you learn something new daily. Overall company is amazing and you get to meet and network with people from all walks of life.""",high
1918448,Apple,Data Engineer,291,9321,"""I am working as a Contractor to Apple.Our team is very cooperative towards the work.Our Supervisor is very friendly and professional.He is giving us very good exposure for learning .Because I am working for new technology(Druid).He always supports and guides for the work.The deliverables are always on time because of agile methodology.""",high
1916921,Apple,IT,291,145151,"""Working at Apple is great first job or college job it can even lead to career. There are so many opportunities to take advantage of. However, don’t get too comfortable and let it stump your growth. Apple can be the best place you’ve worked for just out in the work. You’ll notice you can go far and have great pay.""",high
1915151,Apple,Technical Project Manager,291,8772,"""Can be briefed during interview""",high
1914628,Apple,Apple Employee,291,1,"""Great work environment, amazing company culture, and amazing benefits.
The only con is it is numbers-driven, and it can be overwhelming because of the high volume traffic.""",high
1913465,Apple,Apple Employee,291,1,"""Amazing company, wonderful benefits.""",high
1913222,Apple,Genius,291,15444,"""I worked for Apple for just under 3 years. During that time I was able to grow and become on the top geniuses at both the stores I worked at. There is a great work/life balance and the management seems to actually care. The compensation for senior leveled genius is not as good as it should be, however benefits, employee purchase programs, stock portions, and more help. I would 100% recommend working at Apple to anyone, and have actually gotten a few people to join in on the fun!""",high
1913030,Apple,Software Development Engineer in Test,291,17742,"""I have been working at Apple as a contractor over 3 years. It is nice place to work and  my manager is really good and supportive.""",high
1912835,Apple,Apple Employee,291,1,"""Excellent place to work and grow. Started as a part time employee at the retail stores and was encouraged to develop my skills and expertise in Apple hardware, software, and services. As a result, I was able to quickly move through various departments at the company and build a strong, diverse background in customer service.""",high
1909342,Apple,AppleCare Adviser,291,139391,"""Management for the at-Home advisors seems to be a position that is high rotation. It is an ongoing quest to prove oneself to the new manager.  Apple provides continuous training for all products to be sure front lines are prepared for issues.""",high
1901051,Apple,Apple Employee,291,1,"""Absolutely love the values Apple has and operates by, my only main criticism is the management for retail could use more knowledge and experience in the type of business they are managing.""",high
1900649,Apple,Apple Employee,291,1,"""Great company to work for!""",high
1899031,Apple,Technical Support Advisor,291,22512,"""I was referred to the Apple AHA (at home adviser) program by a friend soon after I began studying at Arizona State University. The program allowed me to work part time from home as a technical support adviser while being a full time student. Full time benefits are provided (including tuition reimbursement) and it is a convenient and well structured way to supplement income while in university.""",high
1898707,Apple,Technical Expert,291,22498,"""I've worked at Apple for over 3 years and have had nothing but a great experience working there. I have had the opportunity to work remotely for the company providing IT support and have supported customers in person for about 1.5 years. The benefits are amazing, but the opportunity for growth and higher pay at times lacks. Awesome company to work for overall.""",high
1898450,Apple,Apple Employee,291,1,"""Apple is an amazing company with great products.  The focus is to put customers at the center of everything and this makes it very exciting to be a part of the organization.""",high
1897995,Apple,Apple Employee,291,1,"""I have been working with Apple Retail for 3 years and my experience has been exceptional. The Managers and team-members are supportive. We strive in growth and helping our customers. We value our customers as much as we value our team-members.""",high
1896789,Apple,Apple Employee,291,1,"""sdvfwefvwsdfvsd vsdv scvsdv dv scv scv scvsv sdv sdv""",high
1896435,Apple,Apple Employee,291,1,"""I enjoyed my working years at Apple. I have a very supportive Manager who always trusted me and let me explore things to get my job done.  I also have a good team in which I have established a good working relationship. I am satisfied and proud of all the projects I have delivered during my stay. My experience will definitely something I will take as I move forward.""",high
1893241,Apple,Warehouse Operations Manager,291,12509,"""Good place to work and I recommend it""",high
1893228,Apple,Technical Expert,291,22498,"""I worked at apple for a year and it was a great experience.Apple always provide training and teamwork is a great factor in our great service.""",high
1892809,Apple,Relationship Manager,291,13899,"""I worked for the Apple Store for Business for the better part of 10 years. During my time I broke the Uncapped Earnings model with the 2nd largest deal in it’s history when I Closed Won a new logo account that has 3.5K locations in the US. 28Mil against an 11Mil annual Quota
Since then I have supported multiple territories and increased YoY Revenue in every territory 
Over the past sales year I grew revenue by 25% YoY and grew 3 CORE Accounts that billed less than 200K yearly to over 1Mil""",high
1889125,Apple,Apple Employee,291,1,"""Great place to work and develop!""",high
1888633,Apple,Apple Employee,291,1,"""Apple is the topmost technology company.""",high
1887342,Apple,Apple Employee,291,1,"""Great job. Decent pay and benefits, team-environment.""",high
1886694,Apple,Technical Support Specialist,291,8488,"""Apple is an amazing company who truly care about their employees by giving them all the needed resources to succeed. As well as a plethora of benefits.""",high
1885695,Apple,Genius,291,15444,"""I cannot express how well this company cares for and values each individual.""",high
1883440,Apple,Apple Employee,291,1,"""Apple is a great company to work for, it's always changing and always a challenge to solve.""",high
1879884,Apple,Apple Employee,291,1,"""Very good experience working there.""",high
1878538,Apple,Apple Employee,291,1,"""Working at Apple was such an experience. From the customers you meet, to the friends you make, it was awesome! They’re pretty flexible with hours, so work life balance was made pretty easy. Keep in mind growth is few and far in between.""",high
1878457,Apple,Apple Employee,291,1,"""I've worked for Apple since 2018. It has been one of the most rewarding and challenging roles in my life. The experience I've gained during my time at Apple has allowed me to become a more focused, well rounded, and capable engineer.""",high
1875584,Apple,Apple Employee,291,1,"""Working in a good environment is always fun provided and it fuels your passion""",high
1875083,Apple,Lead Recruiter,291,14586,"""A typical day at work is exposure to very friendly co workers who care about you and greet you with love and respect. Management that also treat you like family rather than beneath them. I learned a lot about the importance of constant communication with management about anything and how it can positively impact my growth in the company. The culture of the company was always friendly and united. The hardest part of the job was leaving it to be honest. The most enjoyable part of being apart of Apple was the constant team building we would do that would bring us all that much closer""",high
1874681,Apple,Data Analyst,291,12244,"""This is a great place to work!""",high
1873248,Apple,Apple Employee,291,1,"""Overall Very Good Experience!""",high
1871517,Apple,Apple Employee,291,1,"""Good company, challenging environment and helpful colleagues.""",high
1869959,Apple,Apple Employee,291,1,"""Super fun and most importantly, caring atmosphere""",high
1869679,Apple,Apple Employee,291,1,"""I've worked for Apple Inc. I find it to be a great company with very smart people.""",high
1869665,Apple,Apple Employee,291,1,"""I have worked at apple for a year now. They are a wonderful company to work for as well as a great company for employee appreciation. The reason I would need to leave the company is that they require me to relocate to another state in order to get an engineering job.""",high
1869352,Apple,Apple Employee,291,1,"""It is a great team to work with""",high
1867481,Apple,Apple Employee,291,1,"""Apple is a good company to work for.""",high
1866168,Apple,Lead Specialist,291,20527,"""I've worked for Apple, and find it to be very technologically at the forefront. I have learned so many technical aspects of Mac OS and iOS systems.""",high
1864911,Apple,Apple Employee,291,1,"""The job is stimulating and the environment you work in is rewarding. Apple rewards you with growth within the business as long as you provide 110% effort evert single day. It is a stressful workplace depending on the position, but being able to gain knowledge/skills at a rapid pace some may say is priceless.""",high
1862312,Apple,Apple Employee,291,1,"""I've worked for Apple for the past two years. It was an extremely competitive workplace but I enjoyed what I was doing. The management didn't make the best decisions in my opinion but I enjoyed the customers and making things work so I stuck it out. The pay is good and it is hard to get full time. BUT, the part-time benefits are fantastic as well.""",high
1862245,Apple,Apple Employee,291,1,"""Although this is a large company and so an employee's experience will largely depend on the specific team they are a part of, I would say I haven't seen many companies go to such great lengths to ensure its employees feel welcome and appreciated.""",high
1861310,Apple,Technical Advisor,291,8304,"""While the pay is slightly below average, Apple does a great job of letting employees fit in. They also do a great job of keeping employees engaged with events every few weeks or so.""",high
1861283,Apple,Apple Employee,291,1,"""I've worked Apple Inc for over 30 years. It's a top notch company with great people. It's a big company now and you're just a number, however the people are the best and you will learn a lot.""",high
1860629,Apple,Apple Employee,291,1,"""I've been with Apple for the last 5 years and I love it! Great people to work with, high quality of everything that the ?company produces.""",high
1860159,Apple,Operations Support Analyst,291,15002,"""work life balance is low.""",high
1859137,Apple,Retail Operations Analyst,291,117769,"""I have worked as a contractor with Apple for 2 years. It is a great company and the work environment is amazing! Unfortunately as contractor you are treated like a contractor. No sick days, no holidays off, and guaranteed to work at least one weekend day.Overall if you are working as a full time employee, hands down, this would be one of the best companies to work for!""",high
1858607,Apple,DevOps Engineer,291,139822,"""Apple’s most important resource, our soul, is our people. Apple benefits help further the well-being of our employees and their families in meaningful ways. No matter where you work at Apple, you can take advantage of our health and wellness resources and time-away programs. We’re proud to provide stock grants to employees at all levels of the company, and we also give employees the option to buy Apple stock at a discount – both offer everyone at Apple the chance to share in the company’s success. You’ll discover many more benefits of working at Apple, such as programs that match your charitable contributions, reimburse you for continuing your education, and give you special employee pricing on Apple products.""",high
1858603,Apple,Product Specialist,291,10655,"""I enjoy working at Apple. They really care about your quality of life and give you the tools to be successful.""",high
1858305,Apple,Apple Employee,291,1,"""I’ve worked for 5 years and the company has great benefits""",high
1856482,Apple,Apple Employee,291,1,"""I’ve worked at my current job for many years. They believe in helping others to reach their full potential. They are a great company with a very respectable value.""",high
1855969,Apple,Technical Expert,291,22498,"""I've worked with Apple for 4 and half years, the experience there was amazing and I was able to use and learn a number of skills that will help me out for a life time personally and also for future jobs. The leaders there aren't afraid to develop you into a leader and challenge you and I plan on keeping that attitude and energy with me everywhere.""",high
1854309,Apple,Technician,291,41,"""Great company i feel has to offer to grow this would be a place to
Start and build with.""",high
1854197,Apple,Apple Employee,291,1,"""Great experience working for Apple. Finally got to see the company from the inside out. Great people, great minds, mostly tunnel vision. They do have a tendency to discard really great people. Probably because they have too many?.""",high
1853417,Apple,QA Tester,291,13835,"""I worked for Apple for 2 years. It was my favorite job I’ve had so far. The environment going in was very welcoming and it was easy to establish great work relationships and friendships. It was a multi-cultural environment which made working there very interesting and fun. Overall it was a great job and a very good company to work for. Not bad on the resume either!""",high
1853082,Apple,Apple Employee,291,1,"""Apple is a place to share passions and excitement towards products and services which change the lives of everyone.""",high
1852740,Apple,Apple Employee,291,1,"""Amazing place to work and live your life""",high
1850900,Apple,Specialist,291,9603,"""I've worked for apple for two and a half months. The work has been great.""",high
1849819,Apple,Data Analyst,291,12244,"""For an entry-level job out of college they pay well, but the job content is menial and they treat their contractors poorly. There is no room to move up or grow unless you get hired on full time by the client, which only happened once in over a year of working there.""",high
1848802,Apple,Apple Employee,291,1,"""This was and still is a great place to work.  The only main issue is that many service and some management jobs are being outsourced, which has limited the ability to grow, within the company.""",high
1847605,Apple,Apple Employee,291,1,"""I’ve worked for Apple Retail since 2017, it has been a rollercoaster of a job. It is customer service based so it can be challenging at times. Even with those challenging times I met and worked with a lot of wonderful people and made life long friends. It is an amazing company to work for. They have so many benefits for their employees and truly care about them.""",high
1844931,Apple,Technical Program Manager,291,13089,"""No Comment for this selection.""",high
1844787,Apple,Product Specialist,291,10655,"""I have worked at Apple for four years.  They show a lot of initiative and innovation.  From part-time employees to full-time employees they offer many benefits.  The managers really care about the workers and check-in to make sure their mental and physical health is in great condition.""",high
1844724,Apple,Apple Employee,291,1,"""Apple is an amazing place to gain experience on multiple levels.  Leadership is focused on developing individuals to exceed their personal and professional goals. Apple provides culture and teams that are amazing to work with""",high
1844442,Apple,Associate,291,9129,"""Apple doesn’t value its employees.""",high
1844219,Apple,Team Manager,291,12053,"""I have worked for this company from 2017 to 2019. I enjoyed every single day I spent working for the organization. I had the ability to help the tones of customers every minute I had. This company is a great place for growth and knowledge especially if interested in technologies""",high
1843878,Apple,Intern,291,11,"""I've worked for Apple Inc. for over 4 years and I have grown with them over this time. They have helped me grow my soft skills as well as has helped me discover what I would like to do most. Leadership is always helpful and ready to coach you and ask you what you need or want to talk about. I fell that leadership has my back and I can tell them how I really feel. Company benefits are amazing in all aspects (from healthcare to maternity/ paternity leave). Culture wise I met and worked with many different people and they all had a great attitude and failure is a learning experience type of attitude. I feel that they cared if I had a family emergency or that I had a family tradition every year and I did not feel pressured to ignore such things on account of business needs.""",high
1843454,Apple,Design Engineer,291,12871,"""It's a good company to work for""",high
1843044,Apple,Apple Employee,291,1,"""It’s fine. Apple is a great company that makes excellent products. I’m surrounded by smart and motivated people. The benefits are outstanding, and the pay isn’t.""",high
1842790,Apple,Technical Specialist,291,8834,"""At Apple it has given me the opportunity to expand my knowledge in the technology, and also gave me the chance to utilize my problem solving skills everyday.""",high
1842662,Apple,Acoustic Engineering Program Manager,291,145204,"""Apple is a great company with an on-time launch of their products.  People and teams are passionate and innovative. It's a very fast pace environment and change is expected.""",high
1841201,Apple,Channel Sales Manager,291,10726,"""I worked for Apple for 11 years and grew a specialized reseller business from under $10M per year to over $400M.   I was a top sales performer at Apple for all of those years and am looking for a new challenge.  Apple can be very rewarding and also extremely demanding.    This company is the Gold Standard in the tech sector for a reason.""",high
1840331,Apple,Sales Specialist,291,15284,"""I have worked for Apple for two years. It’s fast paced and the industry is consistently evolving which makes it an interesting place to work. I have enjoyed the experience and benefits the company offers. I feel supported by insurance, stock plans, discounts, and fitness reimbursement. I work for a flagship store and the company ensures that really intelligent and talented individuals are hired. My leadership team and peers are stellar; they’re what makes the job so great as well as the privilege of working independently.""",high
1840038,Apple,Apple Employee,291,1,"""I've worked at Apple 10 yrs ago and now returning for my second time as a contractor.  It's a phenomenal place with a very upbeat environment.  This is a place where individuals can innovate and contribute to making products with the ""wow!!"" factor""",high
1839810,Apple,Apple Employee,291,1,"""I've worked in apple on a contract. I was supposed to finish my project in a little over 2 months. As a new person in a company, I had to gather a lot of material and understand there existing design system. I was very impressed by the help and quick response from everyone I contacted. People were very helpful and understanding.""",high
1838423,Apple,Apple Employee,291,1,"""It's Apple -- incredibly hard-working people who care about what they are doing. Nobody is a slouch.""",high
1838422,Apple,R&D Intern,291,13911,"""Great place to work, you get to meet really motivated top minds in the fields of music information retrieval and machine learning.""",high
1838183,Apple,Apple Employee,291,1,"""I am not allowed to reveal proprietary information about my current employer.""",high
1837689,Apple,Apple Employee,291,1,"""N/A N/A N/A N/A N/AN/A N/A""",high
1837680,Apple,Apple Employee,291,1,"""I've worked at Apple over 11 years. It has grown from a startup-like culture to a large corporation, while keeping many of it's core values. The company is now expanding more broadly in the consumer electronics and services areas. There are many diverse teams and projects within apple, with ample opportunities to find unique and contributive roles.""",high
1835827,Apple,Apple Employee,291,1,"""I worked for Apple since October 2018 and this is one of the top companies you want to work in your career. This is the best place to know more about diversity and people with different thinking and know more and improve your experiences.""",high
1835812,Apple,Product Specialist,291,10655,"""I have worked with Apple since college in 2017 and have absolutely loved this company. My desire is to step out of what I’ve learned and take those tools to the Bay Area.""",high
1833319,Apple,Apple Employee,291,1,"""Apple is very inclusive and focuses more on people being able to have human connection with others rather than tech knowledge. The company truly believes that the best employees are those that have empathy. Tech knowledge is easily learned, but empathy is much harder to teach.""",high
1832715,Apple,Apple Employee,291,1,"""4 years ago when I applied at Apple, I never thought they would take the chance on me. Looking at where I am at now, I feel pretty honored to be working for Apple. I’ve created so many relationships/friendships, learned so much about technology and about myself. I would 100% recommend working for Apple and I would do the last 4 years all over again if I had to.""",high
1832203,Apple,Apple Employee,291,1,"""Apple offers service for app developers to promote their free or paid app on iPad and iPhone by delivering banner iAds to the devices that upon clicking will bring the user to the App Store where developers app can be downloaded. It also allows advertisers to pinpoint the audience segments by leveraging iAd’s targeting tools.""",high
1832086,Apple,Technical Advisor,291,8304,"""Fantastic workplace. I only left because I became too homesick for my hometown!""",high
1831686,Apple,UI Developer,291,10198,"""An organization always thriving to make the world a better place with the help of technology.""",high
1830772,Apple,Apple Employee,291,1,"""I have worked for Apple for 4 1/2 years. While the scheduling was not the best the job and the people I worked with were great. If Apple would have found a way to change their scheduling system and not have us rotate from mornings to overnight I would absolutely stay with them until I retire.""",high
1830672,Apple,Software QA Engineer,291,9622,"""I have worked for Apple and I had a great experience!!""",high
1830110,Apple,Program Manager,291,39,"""I've worked for Apple Inc. for nearly 7 years. In my career at Apple, I have been able to work with some of the brightest engineering minds in the world. I have also seen unparalleled opportunities for people of all backgrounds who work hard and are committed to their craft.""",high
1828185,Apple,Apple Employee,291,1,"""Nice place to work for customer service and telemarketing positions.""",high
1825635,Apple,Apple Employee,291,1,"""Bleeding edge stuff. But very silo'd and compartmentalized. You will advance your specific niche to a degree that isn't possible at most companies. But expanding on your role will be difficult.""",high
1825152,Apple,Project Management Intern,291,7941,"""I worked for Apple from April to August in 2019 as an Engineering Project Management Intern. The company values it's employees and has an emphasis on good engineering work. They had great learning opportunities for interns, even sending them to engineering builds on site in china. A life-changing experience with an amazing work environment.""",high
1823767,Apple,Apple Employee,291,1,"""I've worked for Apple for the past 7 years, and find it to be a great place to work. The compensation and benefits are extremely competitive and the facilities are top notch. The area that the company could improve is to provide a clearer career path for it's ICs.""",high
1823241,Apple,Apple Employee,291,1,"""I had a Great experience overall""",high
1821848,Apple,Apple Employee,291,1,"""I enjoy working with the latest technology. I enjoy enters gong with the customers I see daily and helping them learn to use their devices""",high
